customer_id,segment,recency,frequency,monetary,avg_order_value,R_score,F_score,M_score,RFM_score,ticket_count,return_rate,recent_sessions
CUST00300,Loyal Customers,48,5,2586.24,517.2479999999999,3,4,3,10,0.0,0.0,5
CUST00301,Champions,27,9,7935.46,881.7177777777778,4,5,5,14,3.0,0.0,7
CUST00302,Needs Attention,209,4,2534.0,633.5,1,3,3,7,3.0,0.25,4
CUST00303,Champions,15,8,5373.69,671.71125,5,5,5,15,2.0,0.125,6
CUST00304,Needs Attention,148,3,2837.27,945.7566666666667,2,2,3,7,1.0,0.0,4
CUST00305,Needs Attention,227,1,531.59,531.59,1,1,1,3,0.0,0.0,6
CUST00306,Loyal Customers,47,6,5851.889999999999,975.3149999999999,3,4,5,12,2.0,0.16666666666666666,2
CUST00307,Discount Sensitive,93,3,2114.17,704.7233333333334,3,2,3,8,1.0,0.3333333333333333,0
CUST00308,Needs Attention,43,3,2518.37,839.4566666666666,3,2,3,8,0.0,0.0,7
CUST00309,Needs Attention,69,3,2731.6099999999997,910.5366666666665,3,2,3,8,0.0,0.0,13
CUST00310,New Customers,22,2,1126.21,563.105,4,1,1,6,1.0,0.5,5
CUST00311,Needs Attention,109,1,1336.82,1336.82,3,1,2,6,0.0,0.0,4
CUST00312,Needs Attention,125,1,486.27,486.27,2,1,1,4,0.0,0.0,9
CUST00313,Needs Attention,223,1,769.77,769.77,1,1,1,3,1.0,0.0,16
CUST00314,Needs Attention,77,1,560.98,560.98,3,1,1,5,0.0,0.0,0
CUST00315,Champions,5,12,11129.380000000001,927.4483333333334,5,5,5,15,2.0,0.0,11
CUST00316,Discount Sensitive,158,2,1079.82,539.91,2,1,1,4,1.0,0.5,1
CUST00317,Needs Attention,161,1,1353.24,1353.24,2,1,2,5,0.0,0.0,8
CUST00318,Loyal Customers,56,6,6278.88,1046.48,3,4,5,12,1.0,0.0,2
CUST00319,Dormant,208,6,2585.4700000000003,430.9116666666667,1,4,3,8,0.0,0.0,0
CUST00320,Loyal Customers,50,8,5389.51,673.68875,3,5,5,13,1.0,0.0,10
CUST00321,Needs Attention,177,6,3100.54,516.7566666666667,2,4,3,9,2.0,0.0,1
CUST00322,Loyal Customers,46,6,3582.34,597.0566666666667,3,4,4,11,0.0,0.0,5
CUST00323,Champions,27,9,7552.84,839.2044444444444,4,5,5,14,0.0,0.0,6
CUST00324,At-Risk High Value,335,4,6039.5599999999995,1509.8899999999999,1,3,5,9,2.0,0.25,0
CUST00325,Needs Attention,3,4,3975.12,993.78,5,3,4,12,0.0,0.0,6
CUST00326,Needs Attention,185,3,1868.65,622.8833333333333,2,2,2,6,1.0,0.0,7
CUST00327,Needs Attention,63,3,1087.67,362.5566666666667,3,2,1,6,0.0,0.0,7
CUST00328,Needs Attention,383,1,371.68,371.68,1,1,1,3,0.0,0.0,2
CUST00329,Needs Attention,8,4,2102.61,525.6525,5,3,3,11,0.0,0.0,1
CUST00330,Needs Attention,26,4,1658.54,414.635,4,3,2,9,1.0,0.0,1
CUST00331,At-Risk High Value,212,5,3450.66,690.132,1,4,4,9,2.0,0.2,1
CUST00332,Needs Attention,19,4,4830.33,1207.5825,4,3,5,12,2.0,0.25,0
CUST00333,New Customers,30,2,1205.58,602.79,4,1,2,7,0.0,0.0,3
CUST00334,Discount Sensitive,146,3,2170.31,723.4366666666666,2,2,3,7,1.0,0.3333333333333333,2
CUST00335,Needs Attention,18,4,2833.44,708.36,5,3,3,11,2.0,0.25,7
CUST00336,Champions,5,7,3979.4700000000003,568.4957142857144,5,5,4,14,0.0,0.0,5
CUST00337,Needs Attention,68,2,1887.73,943.865,3,1,2,6,1.0,0.0,2
CUST00338,New Customers,19,2,1364.21,682.105,4,1,2,7,1.0,0.5,6
CUST00339,Loyal Customers,28,5,3070.33,614.066,4,4,3,11,1.0,0.2,13
CUST00340,Loyal Customers,47,10,6781.87,678.187,3,5,5,13,1.0,0.1,8
CUST00341,New Customers,24,2,1262.52,631.26,4,1,2,7,0.0,0.0,11
CUST00342,Needs Attention,1,4,3043.19,760.7975,5,3,3,11,1.0,0.0,9
CUST00343,Loyal Customers,52,6,2874.94,479.1566666666667,3,4,3,10,0.0,0.0,7
CUST00344,Champions,33,6,4985.95,830.9916666666667,4,4,5,13,4.0,0.0,5
CUST00345,Loyal Customers,45,6,6318.72,1053.1200000000001,3,4,5,12,1.0,0.0,15
CUST00346,Loyal Customers,60,12,10622.109999999999,885.1758333333332,3,5,5,13,2.0,0.16666666666666666,13
CUST00347,At-Risk High Value,245,4,3311.46,827.865,1,3,4,8,1.0,0.0,8
CUST00348,Needs Attention,43,4,3043.55,760.8875,3,3,3,9,0.0,0.0,14
CUST00349,Champions,15,6,5889.18,981.5300000000001,5,4,5,14,0.0,0.16666666666666666,2
CUST00350,New Customers,1,3,2121.43,707.1433333333333,5,2,3,10,0.0,0.0,18
CUST00351,Champions,14,8,8615.57,1076.94625,5,5,5,15,3.0,0.125,4
CUST00352,New Customers,23,3,2352.36,784.12,4,2,3,9,0.0,0.3333333333333333,13
CUST00353,Needs Attention,179,4,1755.1200000000001,438.78000000000003,2,3,2,7,1.0,0.0,4
CUST00354,Loyal Customers,25,6,3470.21,578.3683333333333,4,4,4,12,1.0,0.0,4
CUST00355,At-Risk High Value,232,4,3405.2,851.3,1,3,4,8,2.0,0.0,4
CUST00356,Loyal Customers,22,6,3137.74,522.9566666666666,4,4,4,12,2.0,0.0,10
CUST00357,Needs Attention,103,1,513.15,513.15,3,1,1,5,1.0,0.0,9
CUST00358,Needs Attention,162,2,1523.3600000000001,761.6800000000001,2,1,2,5,1.0,0.0,4
CUST00359,Champions,30,9,6910.4,767.8222222222222,4,5,5,14,0.0,0.1111111111111111,0
CUST00360,Champions,33,8,9265.23,1158.15375,4,5,5,14,0.0,0.0,1
CUST00361,Discount Sensitive,230,1,361.04,361.04,1,1,1,3,1.0,1.0,3
CUST00362,Champions,13,6,3159.8599999999997,526.6433333333333,5,4,4,13,1.0,0.16666666666666666,12
CUST00363,New Customers,34,3,1780.5900000000001,593.5300000000001,4,2,2,8,1.0,0.3333333333333333,2
CUST00364,Dormant,420,3,2049.88,683.2933333333334,1,2,2,5,2.0,0.0,0
CUST00365,Needs Attention,219,1,1015.06,1015.06,1,1,1,3,0.0,0.0,7
CUST00366,Champions,38,6,6762.91,1127.1516666666666,4,4,5,13,1.0,0.0,2
CUST00367,Needs Attention,273,1,884.81,884.81,1,1,1,3,0.0,0.0,1
CUST00368,Discount Sensitive,116,1,348.81,348.81,2,1,1,4,1.0,1.0,7
CUST00369,Needs Attention,132,3,2263.62,754.54,2,2,3,7,0.0,0.0,7
CUST00370,Needs Attention,233,1,452.14,452.14,1,1,1,3,0.0,0.0,8
CUST00371,Needs Attention,185,3,2631.54,877.18,2,2,3,7,1.0,0.0,4
CUST00372,New Customers,2,3,1343.1,447.7,5,2,2,9,1.0,0.0,2
CUST00373,Needs Attention,134,2,1612.8899999999999,806.4449999999999,2,1,2,5,0.0,0.0,9
CUST00374,Dormant,280,2,795.8299999999999,397.91499999999996,1,1,1,3,1.0,0.0,0
CUST00375,Loyal Customers,146,6,3564.29,594.0483333333333,2,4,4,10,1.0,0.0,2
CUST00376,Loyal Customers,106,8,5532.45,691.55625,3,5,5,13,0.0,0.0,5
CUST00377,Needs Attention,141,4,2214.32,553.58,2,3,3,8,0.0,0.0,10
CUST00378,Needs Attention,160,1,1622.32,1622.32,2,1,2,5,0.0,0.0,4
CUST00379,Needs Attention,136,2,1029.97,514.985,2,1,1,4,0.0,0.0,2
CUST00380,Champions,28,7,3831.9,547.4142857142857,4,5,4,13,1.0,0.0,8
CUST00381,Needs Attention,243,1,597.86,597.86,1,1,1,3,1.0,0.0,2
CUST00382,Needs Attention,43,3,1584.55,528.1833333333333,3,2,2,7,0.0,0.0,6
CUST00383,Champions,7,7,5682.3099999999995,811.7585714285714,5,5,5,15,3.0,0.14285714285714285,14
CUST00384,New Customers,24,3,1529.26,509.75333333333333,4,2,2,8,0.0,0.0,0
CUST00385,Champions,8,9,6949.7,772.1888888888889,5,5,5,15,3.0,0.0,6
CUST00386,Champions,34,7,5490.0,784.2857142857143,4,5,5,14,1.0,0.0,13
CUST00387,New Customers,1,3,3480.7,1160.2333333333333,5,2,4,11,0.0,0.3333333333333333,1
CUST00388,Loyal Customers,98,5,2574.36,514.8720000000001,3,4,3,10,1.0,0.0,6
CUST00389,Champions,1,12,8394.1,699.5083333333333,5,5,5,15,3.0,0.0,11
CUST00390,Needs Attention,115,2,1639.4299999999998,819.7149999999999,2,1,2,5,1.0,0.0,4
CUST00391,Needs Attention,50,4,3250.96,812.74,3,3,4,10,0.0,0.0,4
CUST00392,Loyal Customers,194,7,5290.95,755.85,2,5,5,12,0.0,0.0,4
CUST00393,New Customers,3,3,2797.96,932.6533333333333,5,2,3,10,1.0,0.0,5
CUST00394,Needs Attention,50,2,1196.59,598.295,3,1,2,6,1.0,0.0,12
CUST00395,Needs Attention,8,4,2294.75,573.6875,5,3,3,11,1.0,0.0,12
CUST00396,Loyal Customers,47,6,3382.7599999999998,563.7933333333333,3,4,4,11,1.0,0.0,10
CUST00397,Loyal Customers,140,11,9647.73,877.0663636363636,2,5,5,12,4.0,0.0,3
CUST00398,Loyal Customers,30,5,3322.37,664.4739999999999,4,4,4,12,1.0,0.0,11
CUST00399,Needs Attention,323,4,2749.65,687.4125,1,3,3,7,0.0,0.0,3
CUST00400,New Customers,35,2,1613.97,806.985,4,1,2,7,0.0,0.0,9
CUST00401,New Customers,8,2,1106.27,553.135,5,1,1,7,1.0,0.0,2
CUST00402,Needs Attention,193,3,1410.06,470.02,2,2,2,6,1.0,0.0,1
CUST00403,New Customers,29,3,2404.71,801.57,4,2,3,9,0.0,0.0,15
CUST00404,At-Risk High Value,254,6,4631.52,771.9200000000001,1,4,4,9,2.0,0.0,1
CUST00405,Discount Sensitive,63,1,282.03,282.03,3,1,1,5,1.0,1.0,4
CUST00406,Needs Attention,23,4,1427.6,356.9,4,3,2,9,1.0,0.0,10
CUST00407,New Customers,17,2,2405.56,1202.78,5,1,3,9,0.0,0.0,0
CUST00408,Loyal Customers,54,8,4751.44,593.93,3,5,4,12,4.0,0.125,0
CUST00409,Loyal Customers,119,7,4946.35,706.6214285714286,2,5,5,12,3.0,0.42857142857142855,11
CUST00410,Needs Attention,51,3,2009.71,669.9033333333333,3,2,2,7,1.0,0.0,16
CUST00411,Needs Attention,314,1,1756.76,1756.76,1,1,2,4,0.0,0.0,1
CUST00412,Dormant,590,1,1486.51,1486.51,1,1,2,4,0.0,0.0,0
CUST00413,Needs Attention,28,4,2693.84,673.46,4,3,3,10,2.0,0.25,16
CUST00414,Discount Sensitive,64,1,311.44,311.44,3,1,1,5,1.0,1.0,5
CUST00415,Needs Attention,181,2,2282.07,1141.035,2,1,3,6,1.0,0.0,1
CUST00416,Needs Attention,60,3,1804.88,601.6266666666667,3,2,2,7,1.0,0.0,4
CUST00417,Dormant,212,4,2750.0299999999997,687.5074999999999,1,3,3,7,0.0,0.0,0
CUST00418,Needs Attention,48,3,2381.17,793.7233333333334,3,2,3,8,1.0,0.0,8
CUST00419,Needs Attention,159,2,1795.1,897.55,2,1,2,5,0.0,0.0,12
CUST00420,Loyal Customers,48,5,4695.67,939.134,3,4,4,11,1.0,0.0,14
CUST00421,Loyal Customers,47,8,6285.45,785.68125,3,5,5,13,2.0,0.125,4
CUST00422,Needs Attention,186,2,1075.03,537.515,2,1,1,4,0.0,0.0,7
CUST00423,Needs Attention,196,3,2349.76,783.2533333333334,2,2,3,7,0.0,0.0,1
CUST00424,Needs Attention,174,2,1297.49,648.745,2,1,2,5,1.0,0.0,5
CUST00425,Champions,4,5,3571.95,714.39,5,4,4,13,0.0,0.0,12
CUST00426,Needs Attention,138,2,1478.25,739.125,2,1,2,5,0.0,0.0,8
CUST00427,Discount Sensitive,62,2,331.53,165.765,3,1,1,5,1.0,0.5,4
CUST00428,Champions,2,8,5359.36,669.92,5,5,5,15,1.0,0.0,1
CUST00429,New Customers,14,3,1361.81,453.93666666666667,5,2,2,9,1.0,0.0,13
CUST00430,Needs Attention,19,4,2817.12,704.28,4,3,3,10,0.0,0.0,0
CUST00431,Needs Attention,215,2,903.65,451.825,1,1,1,3,0.0,0.0,1
CUST00432,At-Risk High Value,173,4,5036.07,1259.0175,2,3,5,10,0.0,0.0,9
CUST00433,Loyal Customers,53,7,5386.66,769.5228571428571,3,5,5,13,4.0,0.14285714285714285,10
CUST00434,New Customers,34,3,1824.26,608.0866666666667,4,2,2,8,0.0,0.0,2
CUST00435,Discount Sensitive,261,3,1740.56,580.1866666666666,1,2,2,5,1.0,0.3333333333333333,1
CUST00436,Champions,9,5,5612.16,1122.432,5,4,5,14,0.0,0.0,2
CUST00437,Needs Attention,49,3,2048.04,682.68,3,2,2,7,0.0,0.0,0
CUST00438,Discount Sensitive,125,3,2466.39,822.13,2,2,3,7,3.0,1.0,6
CUST00439,Discount Sensitive,180,3,1981.34,660.4466666666666,2,2,2,6,1.0,0.3333333333333333,7
CUST00440,Needs Attention,125,1,325.03,325.03,2,1,1,4,1.0,0.0,5
CUST00441,Needs Attention,272,1,786.67,786.67,1,1,1,3,1.0,0.0,1
CUST00442,Loyal Customers,130,8,4905.34,613.1675,2,5,5,12,1.0,0.0,2
CUST00443,Needs Attention,326,3,1694.35,564.7833333333333,1,2,2,5,0.0,0.0,2
CUST00444,Needs Attention,293,1,520.84,520.84,1,1,1,3,0.0,0.0,1
CUST00445,Needs Attention,60,2,2068.62,1034.31,3,1,2,6,0.0,0.0,4
CUST00446,Needs Attention,87,1,521.16,521.16,3,1,1,5,0.0,0.0,9
CUST00447,Champions,8,8,3821.6,477.7,5,5,4,14,2.0,0.125,6
CUST00448,Loyal Customers,197,5,4291.91,858.382,2,4,4,10,3.0,0.4,11
CUST00449,Needs Attention,270,2,661.52,330.76,1,1,1,3,0.0,0.0,1
CUST00450,Needs Attention,57,2,1364.32,682.16,3,1,2,6,0.0,0.0,5
CUST00451,Loyal Customers,60,5,4244.52,848.9040000000001,3,4,4,11,2.0,0.2,3
CUST00452,Needs Attention,317,6,1929.85,321.64166666666665,1,4,2,7,1.0,0.0,2
CUST00453,Loyal Customers,53,5,3564.87,712.9739999999999,3,4,4,11,1.0,0.0,1
CUST00454,Champions,6,7,5177.76,739.6800000000001,5,5,5,15,2.0,0.0,17
CUST00455,Dormant,334,3,1616.76,538.92,1,2,2,5,1.0,0.0,0
CUST00456,At-Risk High Value,208,4,3440.2,860.05,1,3,4,8,1.0,0.0,0
CUST00457,Needs Attention,382,2,1371.21,685.605,1,1,2,4,0.0,0.0,1
CUST00458,New Customers,40,3,1730.31,576.77,4,2,2,8,0.0,0.0,4
CUST00459,Discount Sensitive,298,3,2928.0299999999997,976.0099999999999,1,2,3,6,2.0,0.3333333333333333,5
CUST00460,Loyal Customers,48,12,9567.38,797.2816666666666,3,5,5,13,1.0,0.08333333333333333,8
CUST00461,Needs Attention,255,4,1579.47,394.8675,1,3,2,6,0.0,0.0,3
CUST00462,Needs Attention,96,3,2689.5,896.5,3,2,3,8,1.0,0.0,2
CUST00463,Champions,10,7,7375.860000000001,1053.6942857142858,5,5,5,15,0.0,0.0,0
CUST00464,Loyal Customers,167,10,6495.79,649.579,2,5,5,12,3.0,0.1,6
CUST00465,Needs Attention,238,1,1298.74,1298.74,1,1,2,4,0.0,0.0,3
CUST00466,Champions,18,12,6279.43,523.2858333333334,5,5,5,15,2.0,0.08333333333333333,9
CUST00467,New Customers,6,3,1620.28,540.0933333333334,5,2,2,9,0.0,0.0,7
CUST00468,Discount Sensitive,259,2,1077.8600000000001,538.9300000000001,1,1,1,3,1.0,0.5,1
CUST00469,Needs Attention,1,4,2772.31,693.0775,5,3,3,11,0.0,0.0,8
CUST00470,At-Risk High Value,227,5,3508.62,701.7239999999999,1,4,4,9,2.0,0.0,1
CUST00471,Needs Attention,187,1,307.23,307.23,2,1,1,4,0.0,0.0,5
CUST00472,Loyal Customers,26,5,4789.49,957.8979999999999,4,4,4,12,0.0,0.0,0
CUST00473,Loyal Customers,182,6,3513.72,585.62,2,4,4,10,2.0,0.16666666666666666,0
CUST00474,Needs Attention,1,4,2364.05,591.0125,5,3,3,11,1.0,0.25,5
CUST00475,Champions,8,10,7340.669999999999,734.0669999999999,5,5,5,15,0.0,0.0,2
CUST00476,Loyal Customers,201,7,6233.25,890.4642857142857,1,5,5,11,3.0,0.14285714285714285,6
CUST00477,Loyal Customers,60,5,3519.83,703.966,3,4,4,11,0.0,0.0,2
CUST00478,Needs Attention,43,4,2005.68,501.42,3,3,2,8,0.0,0.0,8
CUST00479,Needs Attention,330,1,319.34,319.34,1,1,1,3,1.0,0.0,5
CUST00480,Loyal Customers,209,7,4227.82,603.9742857142857,1,5,4,10,0.0,0.0,2
CUST00481,Needs Attention,54,4,1811.91,452.9775,3,3,2,8,0.0,0.0,10
CUST00482,Champions,12,6,3296.44,549.4066666666666,5,4,4,13,0.0,0.16666666666666666,15
CUST00483,Champions,35,8,5388.37,673.54625,4,5,5,14,1.0,0.125,3
CUST00484,Loyal Customers,59,6,6028.98,1004.8299999999999,3,4,5,12,3.0,0.3333333333333333,9
CUST00485,Needs Attention,289,5,2971.02,594.204,1,4,3,8,2.0,0.0,1
CUST00486,Needs Attention,43,2,1807.8600000000001,903.9300000000001,3,1,2,6,0.0,0.0,10
CUST00487,Loyal Customers,23,8,3049.97,381.24625,4,5,3,12,6.0,0.125,2
CUST00488,Needs Attention,278,4,2427.65,606.9125,1,3,3,7,0.0,0.0,8
CUST00489,Needs Attention,271,1,963.44,963.44,1,1,1,3,0.0,0.0,10
CUST00490,New Customers,34,2,2074.38,1037.19,4,1,2,7,1.0,0.5,8
CUST00491,New Customers,26,3,1795.63,598.5433333333334,4,2,2,8,1.0,0.3333333333333333,10
CUST00492,Loyal Customers,51,7,6233.68,890.5257142857143,3,5,5,13,1.0,0.14285714285714285,0
CUST00493,Discount Sensitive,169,2,1757.06,878.53,2,1,2,5,1.0,0.5,10
CUST00494,New Customers,16,3,3012.2300000000005,1004.0766666666668,5,2,3,10,0.0,0.0,6
CUST00495,New Customers,41,3,2838.69,946.23,4,2,3,9,0.0,0.0,4
CUST00496,Needs Attention,54,3,2971.8500000000004,990.6166666666668,3,2,3,8,0.0,0.0,4
CUST00497,Needs Attention,220,1,1724.62,1724.62,1,1,2,4,0.0,0.0,1
CUST00498,Needs Attention,50,4,2790.75,697.6875,3,3,3,9,0.0,0.0,3
CUST00499,Needs Attention,27,4,3425.97,856.4925,4,3,4,11,1.0,0.0,1
CUST00500,Needs Attention,34,4,3749.66,937.415,4,3,4,11,0.0,0.0,10
CUST00501,Loyal Customers,27,5,3852.58,770.516,4,4,4,12,1.0,0.0,4
CUST00502,Needs Attention,10,4,2253.2200000000003,563.3050000000001,5,3,3,11,0.0,0.0,13
CUST00503,Champions,29,8,5763.58,720.4475,4,5,5,14,3.0,0.125,4
CUST00504,New Customers,11,3,3098.74,1032.9133333333332,5,2,3,10,0.0,0.0,9
CUST00505,New Customers,4,2,1468.8,734.4,5,1,2,8,0.0,0.0,9
CUST00506,Champions,15,10,9069.6,906.96,5,5,5,15,4.0,0.0,0
CUST00507,At-Risk High Value,181,2,3345.6800000000003,1672.8400000000001,2,1,4,7,0.0,0.0,1
CUST00508,New Customers,38,2,1632.0,816.0,4,1,2,7,0.0,0.5,6
CUST00509,New Customers,24,2,1206.64,603.32,4,1,2,7,0.0,0.0,9
CUST00510,At-Risk High Value,223,4,3630.48,907.62,1,3,4,8,1.0,0.25,4
CUST00511,Champions,4,7,4352.03,621.7185714285714,5,5,4,14,1.0,0.14285714285714285,18
CUST00512,Needs Attention,77,4,2468.63,617.1575,3,3,3,9,1.0,0.0,6
CUST00513,Champions,31,10,7681.32,768.132,4,5,5,14,3.0,0.0,6
CUST00514,Needs Attention,154,1,1687.55,1687.55,2,1,2,5,0.0,0.0,11
CUST00515,Needs Attention,29,4,2719.65,679.9125,4,3,3,10,1.0,0.25,2
CUST00516,Needs Attention,88,1,623.59,623.59,3,1,1,5,0.0,0.0,9
CUST00517,Champions,12,7,4546.23,649.4614285714285,5,5,4,14,2.0,0.0,2
CUST00518,New Customers,35,2,852.7099999999999,426.35499999999996,4,1,1,6,0.0,0.0,5
CUST00519,New Customers,26,2,823.83,411.915,4,1,1,6,0.0,0.0,0
CUST00520,Champions,27,8,5224.33,653.04125,4,5,5,14,0.0,0.0,2
CUST00521,Loyal Customers,55,8,3956.92,494.615,3,5,4,12,1.0,0.0,5
CUST00522,Needs Attention,523,1,1688.22,1688.22,1,1,2,4,0.0,0.0,1
CUST00523,Needs Attention,53,4,3188.02,797.005,3,3,4,10,1.0,0.0,7
CUST00524,Loyal Customers,72,10,7161.96,716.196,3,5,5,13,2.0,0.1,10
CUST00525,Needs Attention,281,4,1916.75,479.1875,1,3,2,6,0.0,0.0,1
CUST00526,New Customers,5,2,1519.72,759.86,5,1,2,8,0.0,0.5,6
CUST00527,Champions,34,8,6642.15,830.26875,4,5,5,14,0.0,0.0,1
CUST00528,Needs Attention,43,2,1159.92,579.96,3,1,1,5,0.0,0.0,12
CUST00529,Needs Attention,43,2,2291.65,1145.825,3,1,3,7,1.0,0.0,11
CUST00530,Loyal Customers,32,5,3597.6600000000003,719.532,4,4,4,12,0.0,0.0,2
CUST00531,Needs Attention,104,2,648.41,324.205,3,1,1,5,1.0,0.0,1
CUST00532,At-Risk High Value,179,4,4895.42,1223.855,2,3,5,10,1.0,0.0,1
CUST00533,New Customers,12,3,2081.04,693.68,5,2,2,9,1.0,0.0,9
CUST00534,Needs Attention,135,5,3110.46,622.092,2,4,3,9,1.0,0.0,4
CUST00535,Loyal Customers,199,5,5156.9,1031.3799999999999,2,4,5,11,0.0,0.0,5
CUST00536,Champions,6,5,4909.41,981.882,5,4,5,14,0.0,0.0,14
CUST00537,Needs Attention,12,4,3404.59,851.1475,5,3,4,12,0.0,0.0,4
CUST00538,Champions,8,9,7445.27,827.2522222222223,5,5,5,15,0.0,0.0,5
CUST00539,Loyal Customers,48,9,8708.79,967.6433333333334,3,5,5,13,3.0,0.0,1
CUST00540,Champions,35,8,5915.85,739.48125,4,5,5,14,3.0,0.0,3
CUST00541,Champions,30,7,5077.73,725.39,4,5,5,14,1.0,0.0,1
CUST00542,Needs Attention,9,4,2512.91,628.2275,5,3,3,11,0.0,0.0,1
CUST00543,Needs Attention,258,4,2320.55,580.1375,1,3,3,7,0.0,0.0,2
CUST00544,Needs Attention,146,2,2284.46,1142.23,2,1,3,6,0.0,0.0,6
CUST00545,New Customers,21,2,922.53,461.265,4,1,1,6,1.0,0.0,9
CUST00546,Needs Attention,20,4,3320.79,830.1975,4,3,4,11,0.0,0.0,12
CUST00547,Discount Sensitive,60,2,1679.69,839.845,3,1,2,6,1.0,1.0,6
CUST00548,Needs Attention,44,3,3100.27,1033.4233333333334,3,2,3,8,0.0,0.0,6
CUST00549,Needs Attention,193,2,1035.57,517.785,2,1,1,4,1.0,0.0,1
CUST00550,New Customers,4,3,2353.73,784.5766666666667,5,2,3,10,0.0,0.0,0
CUST00551,Needs Attention,32,4,2251.44,562.86,4,3,3,10,0.0,0.0,10
CUST00552,New Customers,34,3,2303.36,767.7866666666667,4,2,3,9,0.0,0.0,12
CUST00553,At-Risk High Value,354,4,3183.11,795.7775,1,3,4,8,0.0,0.0,2
CUST00554,Champions,3,6,4226.39,704.3983333333334,5,4,4,13,0.0,0.0,10
CUST00555,Champions,19,6,4854.27,809.0450000000001,4,4,5,13,2.0,0.0,3
CUST00556,Needs Attention,87,1,936.16,936.16,3,1,1,5,1.0,0.0,1
CUST00557,Champions,27,7,5364.05,766.2928571428572,4,5,5,14,1.0,0.0,17
CUST00558,Needs Attention,460,2,679.0699999999999,339.53499999999997,1,1,1,3,0.0,0.0,1
CUST00559,New Customers,16,3,1821.47,607.1566666666666,5,2,2,9,0.0,0.0,2
CUST00560,Needs Attention,292,1,1135.13,1135.13,1,1,1,3,0.0,0.0,1
CUST00561,New Customers,15,3,2339.96,779.9866666666667,5,2,3,10,1.0,0.0,16
CUST00562,Discount Sensitive,320,2,899.8599999999999,449.92999999999995,1,1,1,3,2.0,0.5,1
CUST00563,Needs Attention,166,2,887.86,443.93,2,1,1,4,0.0,0.0,1
CUST00564,Loyal Customers,191,8,4592.1900000000005,574.0237500000001,2,5,4,11,3.0,0.0,10
CUST00565,New Customers,2,2,1089.79,544.895,5,1,1,7,0.0,0.0,10
CUST00566,New Customers,3,3,1894.99,631.6633333333333,5,2,2,9,0.0,0.0,25
CUST00567,Champions,35,10,6288.55,628.855,4,5,5,14,1.0,0.0,9
CUST00568,Needs Attention,95,1,482.12,482.12,3,1,1,5,0.0,0.0,3
CUST00569,New Customers,14,3,944.54,314.84666666666664,5,2,1,8,0.0,0.0,7
CUST00570,Dormant,229,3,2545.7200000000003,848.5733333333334,1,2,3,6,1.0,0.3333333333333333,0
CUST00571,New Customers,22,3,1977.83,659.2766666666666,4,2,2,8,1.0,0.3333333333333333,5
CUST00572,Loyal Customers,112,6,3305.75,550.9583333333334,2,4,4,10,0.0,0.0,8
CUST00573,Dormant,186,5,2912.39,582.478,2,4,3,9,1.0,0.0,0
CUST00574,Champions,2,9,7029.03,781.0033333333333,5,5,5,15,1.0,0.1111111111111111,14
CUST00575,Needs Attention,144,1,548.72,548.72,2,1,1,4,1.0,0.0,6
CUST00576,Needs Attention,107,2,799.27,399.635,3,1,1,5,0.0,0.0,15
CUST00577,Champions,24,7,5138.93,734.1328571428572,4,5,5,14,1.0,0.0,7
CUST00578,Needs Attention,437,2,3054.7200000000003,1527.3600000000001,1,1,3,5,0.0,0.0,2
CUST00579,Needs Attention,71,1,301.68,301.68,3,1,1,5,0.0,0.0,1
CUST00580,New Customers,28,2,1073.3,536.65,4,1,1,6,0.0,0.0,4
CUST00581,Dormant,137,2,1527.79,763.895,2,1,2,5,0.0,0.0,0
CUST00582,Needs Attention,347,1,392.06,392.06,1,1,1,3,1.0,0.0,2
CUST00583,At-Risk High Value,324,4,3652.46,913.115,1,3,4,8,1.0,0.0,2
CUST00584,Needs Attention,144,1,591.05,591.05,2,1,1,4,0.0,0.0,9
CUST00585,Champions,32,9,5765.21,640.5788888888889,4,5,5,14,2.0,0.0,15
CUST00586,Needs Attention,189,4,1853.61,463.4025,2,3,2,7,2.0,0.0,1
CUST00587,New Customers,6,2,811.8,405.9,5,1,1,7,0.0,0.5,10
CUST00588,Needs Attention,56,2,1020.69,510.345,3,1,1,5,0.0,0.0,6
CUST00589,Loyal Customers,132,5,4196.7699999999995,839.3539999999999,2,4,4,10,1.0,0.0,4
CUST00590,At-Risk High Value,201,3,3961.05,1320.3500000000001,1,2,4,7,2.0,0.0,7
CUST00591,Needs Attention,130,2,1767.15,883.575,2,1,2,5,1.0,0.0,2
CUST00592,Needs Attention,81,2,1084.48,542.24,3,1,1,5,0.0,0.0,3
CUST00593,Champions,15,6,4295.48,715.9133333333333,5,4,4,13,1.0,0.0,9
CUST00594,Dormant,152,1,448.78,448.78,2,1,1,4,0.0,0.0,0
CUST00595,Loyal Customers,52,6,3393.2200000000003,565.5366666666667,3,4,4,11,0.0,0.0,9
CUST00596,Needs Attention,111,4,2927.96,731.99,2,3,3,8,3.0,0.0,13
CUST00597,Dormant,113,4,3041.18,760.295,2,3,3,8,2.0,0.0,0
CUST00598,Needs Attention,24,4,2429.15,607.2875,4,3,3,10,0.0,0.0,20
CUST00599,Champions,18,5,3511.4900000000002,702.298,5,4,4,13,1.0,0.0,2
CUST00600,Needs Attention,324,3,1248.1399999999999,416.0466666666666,1,2,2,5,0.0,0.0,3
CUST00601,Needs Attention,131,1,537.85,537.85,2,1,1,4,0.0,0.0,8
